Unnamed: 0,observed_on,license,image_url,place_guess,latitude,longitude,positional_accuracy,species_guess
12523,2025-06-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/520856981/medium.jpg,"Glendon Forest, Toronto, ON, CA",43.7258153148,-79.365855988,36.0,Downy Woodpecker
18765,2025-10-04,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/576020079/medium.jpg,"Toronto, ON, CA",43.6458246991,-79.3478064073,3.0,Great Blue Heron
301,2025-01-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/462586052/medium.jpg,"Bridle Path-Sunnybrook-York Mills, Toronto, ON, Canada",43.7302735317,-79.3571613691,418.0,American Goldfinch
17226,2025-09-13,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/566864533/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Mallard
7108,2025-04-20,,https://static.inaturalist.org/photos/494592181/medium.jpg,"Crothers Woods, Crothers Woods Trail, East York, ON M4H 1P6, Canada",43.6970372,-79.3590117,204.0,Downy Woodpecker
4100,2025-04-02,,https://static.inaturalist.org/photos/482166427/medium.jpeg,"Toronto, ON, Canada",43.6589072824,-79.3128669275,15.0,Northern Shoveler
3153,2025-03-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/476350615/medium.jpeg,"South Riverdale, Toronto, ON, Canada",43.6284979155,-79.3264414208,977.0,Green-winged Teal
12829,2025-06-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/523609168/medium.jpg,"Bayview Village, North York, ON, Canada",43.7783817287,-79.3692514587,185.0,Great Blue Heron
17886,2025-09-21,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/570382443/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Red-eyed Vireo
23287,2025-09-24,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/602848951/medium.jpg,"South Riverdale, Toronto, ON, Canada",43.6556087777,-79.3103214087,95.0,Blackpoll Warbler
13057,2025-06-24,,https://static.inaturalist.org/photos/526308729/medium.jpg,"Humber Arboretum, Toronto, ON, CA",43.726097149,-79.6089490748,5.0,American Goldfinch
23152,2025-12-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/602506131/medium.jpg,"73 Cardiff Rd, North York, ON M4P 2P4, Canada",43.713027,-79.3841394,179.0,House Finch
18294,2025-09-27,,https://inaturalist-open-data.s3.amazonaws.com/photos/572897564/medium.jpg,"Scarborough City Centre, Scarborough, ON, Canada",43.776875,-79.2518527778,18.0,Black-throated Green Warbler
19235,2025-08-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/579017037/medium.jpg,"Stonegate-Queensway, Toronto, ON, Canada",43.6473614206,-79.4960549555,429.0,Great Horned Owl
12783,2025-06-18,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/523174744/medium.jpg,"Lower Reesor Pond, Toronto, ON M1B 5W5, Canada",43.8280937,-79.1899396,175.0,Red-winged Blackbird
10534,2025-05-23,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/509382407/medium.jpg,"Simcoe St, Toronto, ON, CA",43.6560502566,-79.3897960025,11.0,Blackburnian Warbler
1428,2025-02-04,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/468263867/medium.jpg,"Toronto, ON, Canada",43.5900397792,-79.5184919237,74.0,Tufted Duck
21380,2025-11-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/590752074/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,White-throated Sparrow
21987,2025-11-23,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/594160880/medium.jpg,"Bayview Village, North York, ON, Canada",43.7799918829,-79.3834993455,619.0,Dark-eyed Junco
15012,2025-07-30,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/547294510/medium.jpg,"Toronto, ON, Canada",43.6673542706,-79.2921052088,324.0,Common Tern
10725,2025-05-24,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/510215907/medium.jpg,"Forest Hill Rd, Toronto, ON, CA",43.6908866667,-79.4052116667,8.0,Cooper's Hawk
424,2025-01-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/463207461/medium.jpg,"Bayview Village, North York, ON, Canada",43.7821817658,-79.3730976612,248.0,European Starling
2899,2025-03-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/475614477/medium.jpeg,"Scarborough, ON M1C 1A4, Canada",43.7795032632,-79.1893136501,59.0,Mallard
21083,2025-11-07,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/589205948/medium.jpg,"73 Cardiff Rd, North York, ON M4P 2P4, Canada",43.713027,-79.3841394,179.0,White-throated Sparrow
23931,2025-09-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/615112143/medium.jpg,"Parkside Dr at Indian Valley Cres South Side, Toronto, ON M6R 2Z9, Canada",43.6518898538,-79.4607270509,199.0,Great Blue Heron
5670,2025-04-20,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/489134938/medium.jpg,"New Toronto, Etobicoke, ON, Canada",43.590296365,-79.5166121775,8.0,Lesser Scaup
19314,2025-10-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/579514631/medium.jpg,Toronto,43.7484664917,-79.5667572021,4.0,Cooper's Hawk
13860,2025-07-10,,https://static.inaturalist.org/photos/534628179/medium.jpg,"Humber Polytechnic, Toronto, ON, CA",43.7257133333,-79.6096033333,16.0,Ruby-throated Hummingbird
6587,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/492045536/medium.jpeg,"Scarborough, ON M1C 2Y9, Canada",43.7942697663,-79.1184865683,40.0,House Sparrow
9791,2025-05-15,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/505433303/medium.jpg,"Downsview, North York, ON, Canada",43.7426640448,-79.4770897431,23.0,Song Sparrow
384,2025-01-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/462842362/medium.jpeg,"Ontario, CA",43.5962440378,-79.4043502614,683.0,Bald Eagle
11289,2025-05-30,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/513039904/medium.jpg,"Ontario, CA",43.7275892648,-79.239191687,4.0,House Sparrow
9344,2025-05-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/503051429/medium.jpg,"South Riverdale, Toronto, ON, Canada",43.6462508854,-79.3209304339,195.0,Cliff Swallow
9489,2025-05-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/503672118/medium.jpeg,"Evergreen Brick Works, 550 Bayview Ave, Toronto, ON M4W 3X8, Canada",43.6843314,-79.3647127,165.0,Northern Yellow Warbler
11445,2025-05-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/514225852/medium.jpg,"Isabella St, Toronto, ON, CA",43.6683083333,-79.3821416667,22.0,Barred Owl
11885,2025-05-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/516121406/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Mallard
11721,2025-06-04,,https://static.inaturalist.org/photos/515601234/medium.jpg,"Etobicoke, ON M8V 3E9, Canada",43.59868341,-79.5080177,6.0,American Robin
15658,2025-02-26,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/553382351/medium.jpg,"Toronto, ON, Canada",43.6659424521,-79.2949826641,51.0,Greater Scaup
4423,2025-04-07,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/484113981/medium.jpg,"Bayview Village, North York, ON, Canada",43.781157954,-79.3858581139,184.0,Downy Woodpecker
3616,2025-03-21,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/478375001/medium.jpg,"Bayview Village, North York, ON, Canada",43.7800802547,-79.3696968253,318.0,Mallard
18319,2025-09-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/573003245/medium.jpg,"Leslie St, Toronto, ON, CA",43.6455783333,-79.3203416667,5.0,Mallard
14754,2025-07-15,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/544750155/medium.jpg,"Edenbridge-Humber Valley, Etobicoke, ON, Canada",43.6713282271,-79.5137418005,182.0,Canada Goose
20,2025-01-01,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/461162101/medium.jpg,"Bayview Village, North York, ON, Canada",43.7728881061,-79.3656676589,59.0,Song Sparrow
15500,2025-07-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/551840619/medium.jpg,"High Park-Swansea, Toronto, ON, Canada",43.6480875,-79.470809,30.0,Nycticorax nycticorax
7329,2025-04-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/496023426/medium.jpeg,"The Beaches, Toronto, ON, Canada",43.6633464036,-79.3122339507,4.0,Green Heron
14778,2025-07-30,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/545147940/medium.jpg,"The Queensway, Toronto, ON, CA",43.6154416667,-79.542145,4.0,American Robin
1115,2025-01-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/466626316/medium.jpeg,"Humber Bay Shores, Etobicoke, ON, Canada",43.6213000806,-79.4740144734,306.0,Bald Eagle
17147,2025-09-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/566083554/medium.jpg,"305 Erskine Ave, Toronto, ON M4P 1Z7, Canada",43.7141847,-79.3850113,133.0,Northern Flicker
20744,2025-09-14,,https://static.inaturalist.org/photos/587183533/medium.jpg,"Colonel Danforth Park, 73 Colonel Danforth Trail, Toronto, ON M1C 1P8, Canada",43.7782674,-79.1653474,139.0,Red-tailed Hawk
12594,2025-06-15,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/521435964/medium.jpg,"Tommy Thompson Park, Toronto, ON, CA",43.6307692416,-79.323517619,156.0,Tree Swallow
21071,2025-11-07,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/589107793/medium.jpg,"Downsview, North York, ON, Canada",43.7414518531,-79.4799111357,2.0,Eastern Bluebird
21315,2025-11-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/590453059/medium.jpg,"Bayview Village, North York, ON, Canada",43.7776571342,-79.3696873869,397.0,Red-bellied Woodpecker
19352,2025-01-13,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/579607418/medium.jpg,"Toronto, ON, Canada",43.6588846197,-79.3134234972,101.0,Common Raven
16233,2025-08-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/558862836/medium.jpg,"Rosetta McClain Gardens, 5 Glen Everest Rd, Scarborough, ON M1N 1J2, Canada",43.6968253,-79.2557466,193.0,Red-eyed Vireo
13700,2025-07-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/532612148/medium.jpg,"North York, ON M3K 2C5, Canada",43.7439594438,-79.4841427356,187.0,Brown-headed Cowbird
10373,2025-05-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/508310444/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,291.0,Rose-breasted Grosbeak
6182,2025-04-24,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491529311/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Mallard
20523,2025-10-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/586028501/medium.jpg,"Evergreen Brick Works, 550 Bayview Ave, Toronto, ON M4W 3X8, Canada",43.6843314,-79.3647127,453.0,Song Sparrow
5464,2025-04-20,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/488878889/medium.jpg,"Deer Pen Rd, Toronto, ON, CA",43.6430765298,-79.4593120818,54.0,American Robin
17295,2025-09-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/567127398/medium.jpg,"Toronto, ON, CA",43.6207466667,-79.368745,4.0,American Robin
6629,2025-04-26,CC-BY-NC,,"Toronto, CA-ON, CA",43.6500403341,-79.323179014,4.0,Rusty Blackbird
16797,2025-09-05,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/563197825/medium.jpg,"Bremner Blvd, Toronto, ON, CA",43.6424033333,-79.38465,4.0,Common Grackle
22763,2025-12-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/599955956/medium.jpg,"Bayview Woods-Steeles, North York, ON, Canada",43.7917747627,-79.3761447246,191.0,Common Raven
240,2025-01-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/462271166/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Greater Scaup
1386,2025-02-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/467903573/medium.jpeg,"Toronto, ON, Canada",43.6359417191,-79.4585977444,218.0,Common Goldeneye
17467,2025-09-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/568024775/medium.jpg,"Great Lakes Waterfront Tr, Toronto, ON, CA",43.6189366667,-79.4814,13.0,Northern Cardinal
3470,2025-03-18,,https://static.inaturalist.org/photos/477734705/medium.jpg,Woodbine Park & Beach,43.6600852545,-79.3096819519,655.0,House Sparrow
15132,2025-08-04,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/548365977/medium.jpg,"High Park-Swansea, Toronto, ON, Canada",43.6417155775,-79.4655137882,61.0,Purple Martin
12580,2025-06-15,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/521357630/medium.jpg,"Woodbine Beach Dune Habitat , Toronto, ON, Canada",43.6597430439,-79.3068259858,4.0,Eastern Kingbird
6715,2025-04-26,,https://static.inaturalist.org/photos/492609746/medium.jpg,"High Park, Toronto, ON, CA",43.6432716667,-79.4671033333,5.0,Red-winged Blackbird
6933,2025-04-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/493904455/medium.jpeg,"Toronto, ON M4W 1V4, Canada",43.6803492252,-79.3690425251,19.0,Mallard
14661,2025-07-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/543966995/medium.jpg,"Whistle Post St, Toronto, ON, CA",43.6872516024,-79.2951104663,6.0,American Robin
21278,2025-11-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/590173799/medium.jpg,"Ashbridge's Bay Park, Toronto, ON, Canada",43.6566390384,-79.3069806514,8.0,Fox Sparrow
23812,2025-05-31,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/610762383/medium.jpg,"Swansea, Toronto, ON, Canada",43.6353253648,-79.4649254127,8.0,Laughing Gull
11265,2025-05-30,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/512927621/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Blue Jay
9238,2025-05-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/502543054/medium.jpg,"Bayview Village, North York, ON, Canada",43.7776749999,-79.370190977,145.0,Double-crested Cormorant
13563,2025-07-04,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/531387958/medium.jpg,"Blockhouse Bay, Toronto, ON, CA",43.622805,-79.3782716667,21.0,Double-crested Cormorant
12383,2025-06-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/519585456/medium.jpg,"Bayview Village, North York, ON, Canada",43.7781940149,-79.3694882387,194.0,Song Sparrow
11741,2025-06-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/515671216/medium.jpg,"Cedar Trail and the Beare Wetlands Loop, Bottom of, Zoo Rd, Toronto, ON M1B 5W2, Canada",43.8224231,-79.1664536,185.0,Cedar Waxwing
7272,2025-04-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/495901476/medium.jpg,"Yorkland Blvd, Toronto, ON, CA",43.773232447,-79.3354814687,7.0,House Sparrow
5582,2025-04-20,,https://static.inaturalist.org/photos/489059239/medium.jpg,"South Riverdale, Toronto, ON, Canada",43.6491965708,-79.3237503191,31.0,Yellow-rumped Warbler
9542,2025-05-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/504102917/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Brown-headed Cowbird
10212,2025-05-18,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/507652535/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Red-winged Blackbird
13197,2025-06-26,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/527375585/medium.jpg,"Bayview Village, North York, ON, Canada",43.775159391,-79.3676784359,17.0,Mallard
4953,2025-04-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/486576001/medium.jpg,"Don Valley Brick Works, Toronto, ON, CA",43.6865531206,-79.3672203495,11.0,Mallard
14284,2025-07-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/539356964/medium.jpg,"Great Lakes Waterfront Tr, Toronto, ON, CA",43.6331116667,-79.4084383333,4.0,Mallard
21067,2025-11-07,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/589059219/medium.jpg,"Don Valley Brick Works, Toronto, ON, CA",43.6866520811,-79.3665364199,4.0,Northern Cardinal
8066,2025-05-02,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/499097177/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Song Sparrow
2771,2025-01-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/475017638/medium.jpeg,"The Queensway – Humber Bay, Etobicoke, ON, Canada",43.6228757013,-79.4775406804,136.0,Trumpeter Swan
11111,2025-05-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/511891536/medium.jpg,"Centennial Scarborough, Scarborough, ON, Canada",43.7730313934,-79.1363913858,244.0,Spotted Sandpiper
9767,2025-05-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/505427711/medium.jpg,"Downsview, North York, ON, Canada",43.7454296422,-79.4818098268,15.0,American Goldfinch
15191,2025-08-07,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/549182033/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,House Sparrow
20021,2025-10-17,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/582714047/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Hermit Thrush
21311,2025-11-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/590447570/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Downy Woodpecker
14174,2025-07-18,,https://static.inaturalist.org/photos/538484181/medium.jpg,"Quebec Ave, Toronto, ON, CA",43.655145,-79.4681633333,13.0,Red-tailed Hawk
3447,2025-03-18,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/477717117/medium.jpeg,"West Humber-Clairville, Etobicoke, ON, Canada",43.7260626377,-79.6037941456,155.0,Bald Eagle
6767,2025-04-26,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/492769521/medium.jpeg,Toronto,43.8279571533,-79.268913269,122.0,Common Grackle
14818,2025-07-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/545221489/medium.jpg,"Ontario, CA",43.6602446735,-79.5336641898,31.0,American Robin
21195,2025-10-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/589833702/medium.jpg,"Humber Bay Shores, Etobicoke, ON, Canada",43.6176548309,-79.4847384956,491.0,Northern Cardinal
20831,2025-11-02,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/587565422/medium.jpg,"Milliken Park Trail, Toronto, ON, CA",43.8295216667,-79.2724133333,5.0,Northern Cardinal
17255,2025-09-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/567040042/medium.jpg,"Beech Ave, Toronto, ON, CA",43.6791484902,-79.2903189792,11.0,Ovenbird
6063,2025-04-24,,https://static.inaturalist.org/photos/490819348/medium.jpg,"Ontario, CA",43.7752424774,-79.5400536312,4.0,Mallard
11777,2025-06-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/515812664/medium.jpg,"Lower Reesor Pond, Toronto, ON M1B 5W5, Canada",43.8280937,-79.1899396,175.0,American Robin
21652,2025-11-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/591954875/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Black-capped Chickadee
11624,2025-05-02,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/515323489/medium.jpg,"Toronto, ON, CA",43.6486883333,-79.3222583333,8.0,White-throated Sparrow
21611,2025-11-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/591645840/medium.jpg,"Rouge Beach, Toronto, ON, Canada",43.7942337654,-79.1176433929,15.0,Trumpeter Swan
2049,2025-02-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/471431826/medium.jpg,"Banbury-Don Mills, North York, ON, Canada",43.7302505954,-79.3557553234,976.0,Red-breasted Nuthatch
5822,2025-04-22,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/489931846/medium.jpg,"Bayview Village, North York, ON, Canada",43.7792749674,-79.3700017559,342.0,Wood Duck
17116,2025-09-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/565888859/medium.jpg,"Ashbridge's Bay Park, Toronto, ON, Canada",43.6579468811,-79.3079288455,4.0,Swainson's Thrush
4599,2025-04-01,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/485206271/medium.png,"Toronto, ON, Canada",43.6667240212,-79.2926273925,197.0,Bufflehead
21153,2025-11-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/589567254/medium.jpg,"High Park Loop, Toronto, ON M6R 2Z6, Kanada",43.6473050074,-79.4610619918,150.0,Winterammer
15356,2025-05-31,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/550028136/medium.jpg,"Centre Island, Toronto, ON, Canada",43.6158112571,-79.390868213,4.0,Cedar Waxwing
23067,2025-12-23,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/602113773/medium.jpg,"Toronto, ON, CA",43.7090833333,-79.2268533333,3.0,Hooded Merganser
9688,2025-05-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/504965538/medium.jpg,"Don Valley Parkway N, Toronto, ON, CA",43.7353866667,-79.33168,6.0,Red-winged Blackbird
739,2025-01-17,,https://static.inaturalist.org/photos/464328508/medium.jpg,"High Park, Toronto, ON, CA",43.6479383333,-79.4704366667,21.0,綠頭鴨
6544,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491972623/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Red-necked Grebe
10879,2025-05-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/510700772/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Eastern Phoebe
7918,2025-04-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/498594596/medium.jpeg,"Rouge Marsh, Toronto, ON, Canada",43.7908222371,-79.1214511642,8.0,Northern Yellow Warbler
13278,2025-04-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/528379416/medium.jpg,"Toronto, CA-ON, CA",43.6680833333,-79.4192716667,13.0,Rose-breasted Grosbeak
13870,2025-07-05,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/534831510/medium.jpg,"Rouge Marsh, Toronto, ON, Canada",43.7939516875,-79.1197555127,75.0,Marsh Wren
20696,2025-10-31,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/586703415/medium.jpg,"Walmsley Blvd, Toronto, ON, CA",43.69263,-79.3997116667,12.0,Dark-eyed Junco
23414,2025-12-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/603440294/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Dark-eyed Junco
23638,2025-10-18,,https://static.inaturalist.org/photos/604949091/medium.jpg,"South Riverdale, Toronto, ON, 加拿大",43.6220287714,-79.3287128065,31.0,歌带鹀
23218,2025-05-16,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/602831923/medium.jpg,"High Park-Swansea, Toronto, ON, Canada",43.6428531828,-79.468135722,126.0,Common Loon
19924,2025-10-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/582183966/medium.jpg,"Yonge St, Toronto, ON, CA",43.6535266702,-79.3796264048,42.0,House Sparrow
1981,2025-02-17,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/471006868/medium.jpg,"Bayview Village, North York, ON, Canada",43.7781623417,-79.3700281932,444.0,Downy Woodpecker
7047,2025-04-27,,https://static.inaturalist.org/photos/494418845/medium.jpg,"Flemingdon Park, Toronto, ON, CA",43.715,-79.3423383333,4.0,Myrtle Warbler
17907,2025-02-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/570582446/medium.jpg,"New Toronto, Etobicoke, ON, Canada",43.5910167229,-79.5131874485,31.0,Long-eared Owl
10520,2025-05-23,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/509297836/medium.jpg,"High Park-Swansea, Toronto, ON, Canada",43.6526710999,-79.4625029766,123.0,House Sparrow
19914,2025-10-19,,https://static.inaturalist.org/photos/582092608/medium.jpg,"Ontario, CA",43.6728285465,-79.2913907448,21.0,Peregrine Falcon
2016,2025-01-27,,https://static.inaturalist.org/photos/471109326/medium.jpeg,"Toronto, ON, Canada",43.6174349005,-79.4773641229,17.0,American Black Duck
16261,2025-08-27,,https://static.inaturalist.org/photos/559165881/medium.jpg,"Lower River St, Toronto, ON, CA",43.656025,-79.3549416667,10.0,Mourning Dove
15204,2025-08-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/549203112/medium.jpg,"Eglinton Ave W, Toronto, ON, CA",43.7014076036,-79.4216915162,62.0,American Robin
15978,2025-08-21,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/556904328/medium.jpg,"Bayview Village, North York, ON, Canada",43.7822404793,-79.3750296255,730.0,Song Sparrow
11938,2025-06-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/516529233/medium.jpg,"Ossington Ave, Toronto, ON, CA",43.66665,-79.4278416667,5.0,Red-tailed Hawk
2091,2025-02-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/471676810/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Downy Woodpecker
5771,2025-04-21,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/489537101/medium.jpeg,"Home Smith Park, 4101 Dundas St W, Toronto, ON M8X 1X1, Canada",43.6619099,-79.5068818,188.0,Double-crested Cormorant
