Unnamed: 0,observed_on,license,image_url,place_guess,latitude,longitude,positional_accuracy,species_guess
22257,2025-11-22,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/595988208/medium.jpg,"Rouge, Scarborough, ON, Canada",43.829094254,-79.1897028855,75.0,Bufflehead
20933,2025-10-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/588031751/medium.jpg,"Humber Bay Park East, Toronto, ON, CA",43.62362,-79.4768833333,11.0,Double-crested Cormorant
19213,2025-10-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/578886924/medium.jpg,"Simcoe St, Toronto, ON, CA",43.6465076388,-79.3867558997,8.0,Feral Pigeon
17221,2025-09-13,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/566808810/medium.jpg,"Rosetta McClain Gardens, 5 Glen Everest Rd, Scarborough, ON M1N 1J2, Canada",43.6968253,-79.2557466,193.0,Song Sparrow
16848,2025-09-07,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/563757921/medium.jpg,"Lake Ontario, Toronto, ON, CA",43.7026866667,-79.2383583333,4.0,Green Heron
4518,2025-04-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/484596038/medium.jpg,"Bayview Village, North York, ON, Canada",43.7778105636,-79.3703948257,61.0,Canada Goose
5234,2025-04-18,,https://static.inaturalist.org/photos/488025491/medium.jpg,"Bridle Path-Sunnybrook-York Mills, Toronto, ON, Canada",43.7245262655,-79.3588842923,195.0,Dark-eyed Junco
9073,2025-05-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/501854307/medium.jpeg,"104 Scholars Walk |, Health, Nursing and Environmental Studies, Toronto, ON M3J 1P3, Canada",43.7722428419,-79.5067309588,21.0,Canada Goose
11023,2025-05-11,,https://static.inaturalist.org/photos/511255964/medium.jpg,"Eringate, Toronto, ON, CA",43.6470573847,-79.5903860323,385.0,Black-and-white Warbler
11188,2025-05-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/512426814/medium.jpg,"Woodbine Beach Dune Habitat, Toronto, ON, Canada",43.66150559,-79.306717665,4.0,Ruddy Turnstone
17437,2025-09-16,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/567791426/medium.jpg,"Eglinton Ave W, Toronto, ON, CA",43.7014352668,-79.4216543215,62.0,Northern Flicker
20679,2025-10-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/586586611/medium.jpg,"Toronto, ON, CA",43.6451106541,-79.328622764,973.0,Ruby-crowned Kinglet
9900,2025-05-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/505877456/medium.jpg,"Humber Bay Park West, 2225 Lake Shore Blvd W, Etobicoke, ON M8V 3X7, Canada",43.6164742,-79.479417,491.0,Red-necked Grebe
19309,2025-10-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/579511712/medium.jpg,"Bayview Village, North York, ON, Canada",43.781896027,-79.3719808414,375.0,White-throated Sparrow
6239,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491646334/medium.jpg,"Toronto Music Garden, Toronto, ON, CA",43.6370883719,-79.3937257983,6.0,Feral Pigeon
8177,2025-05-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/499403249/medium.jpeg,"Toronto, ON M6H 2G5, Canada",43.6746058667,-79.4321715832,16.0,Baltimore Oriole
19018,2025-10-05,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/577882276/medium.jpg,"Bayview Village, North York, ON, Canada",43.781705492,-79.3738223916,529.0,Yellow-bellied Sapsucker
14008,2025-06-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/536389223/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Mallard
15533,2025-07-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/552168975/medium.jpg,"High Park-Swansea, Toronto, ON, Canada",43.642485,-79.4668888889,12.0,Agelaius phoeniceus
673,2025-01-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/464142132/medium.jpeg,"Toronto, ON, Canada",43.6033316157,-79.4909521942,683.0,Long-tailed Duck
18554,2025-09-28,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/574767422/medium.jpg,"Toronto, ON, Canada",43.6408540423,-79.3227052281,8.0,Gadwall
23399,2025-12-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/603370204/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Downy Woodpecker
19984,2025-10-20,CC-BY-NC,https://static.inaturalist.org/photos/582673179/medium.jpg,"South Riverdale, Toronto, ON, Canada",43.6480748852,-79.3245218567,122.0,Brown Creeper
2057,2025-02-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/471431904/medium.jpg,"Banbury-Don Mills, North York, ON, Canada",43.7302505954,-79.3557553234,976.0,American Crow
2667,2025-03-04,,https://static.inaturalist.org/photos/474198322/medium.jpg,"Corktown Common, Toronto, ON, CA",43.6545866667,-79.3529283333,7.0,Northern Cardinal
2054,2025-02-19,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/471431858/medium.jpg,"Banbury-Don Mills, North York, ON, Canada",43.7302505954,-79.3557553234,976.0,Dark-eyed Junco
21869,2025-11-20,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/593219320/medium.jpg,"Ontario, CA",43.7466116141,-79.2276178934,152.0,Red-breasted Merganser
1700,2025-02-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/469687471/medium.jpg,"Eglinton, Toronto, ON, CA",43.705505,-79.3987283333,36.0,Feral Pigeon
21385,2025-11-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/590753805/medium.jpg,"The Beaches, Toronto, ON, Canada",43.6800580449,-79.2863801251,2.0,House Finch
14885,2025-08-01,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/546147461/medium.jpg,"Rouge, Scarborough, ON, Canada",43.7942291772,-79.1171256094,25.0,Trumpeter Swan
17001,2025-09-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/565250350/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,American Goldfinch
21905,2025-11-16,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/593724293/medium.jpg,"Rouge Marsh, Toronto, ON, Canada",43.7930849967,-79.1210622079,25.0,Green-winged Teal
23660,2025-12-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/605196716/medium.jpg,"Toronto, ON, Canada",43.6412814328,-79.3234653348,216.0,Common Goldeneye
6981,2025-04-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/494084800/medium.jpeg,"East York, ON M4B 2M7, Canada",43.69933991,-79.3104885,9.0,Mallard
20929,2025-10-31,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/588001792/medium.jpg,"Ontario, CA",43.6218372808,-79.339965698,376.0,Feral Pigeon
21052,2025-11-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/588894723/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Cedar Waxwing
4935,2025-04-14,,https://static.inaturalist.org/photos/486530066/medium.jpg,"Island Rd, Toronto, ON, CA",43.5860033333,-79.54348,8.0,Double-crested Cormorant
6145,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491486535/medium.jpeg,"Toronto, ON M5V 1A2, Canada",43.6381332234,-79.3888231197,3.0,American Robin
2531,2025-03-01,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/473512593/medium.jpg,"Nipigon Ave, Toronto, ON, CA",43.7982493009,-79.415880337,14.0,Dark-eyed Junco
17686,2025-09-20,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/570146046/medium.jpg,"York Mills Rd, Toronto, ON, CA",43.7446383333,-79.3982383333,3.0,Downy Woodpecker
4439,2025-04-05,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/484128918/medium.jpeg,"Toronto, ON M5G 1G7, Canada",43.6577568015,-79.3828869984,10.0,Feral Pigeon
20219,2025-10-23,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/583727763/medium.jpg,"Front St E, Toronto, ON, CA",43.6485768376,-79.3736707374,85.0,House Sparrow
12981,2025-06-22,,https://static.inaturalist.org/photos/525294589/medium.jpg,"Tommy Thompson Park, Toronto, ON, CA",43.6459783333,-79.3208783333,19.0,Barn Swallow
22283,2025-11-30,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/596332314/medium.jpg,"73 Cardiff Rd, North York, ON M4P 2P4, Canada",43.713027,-79.3841394,179.0,Black-capped Chickadee
728,2025-01-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/464253947/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Mallard
19185,2025-10-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/578625831/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Black-capped Chickadee
7949,2025-05-02,,https://static.inaturalist.org/photos/498663280/medium.jpeg,Toronto,43.6469917297,-79.5202407837,53.0,Hooded Merganser
23725,2025-11-10,,https://static.inaturalist.org/photos/607215791/medium.jpg,"Evergreen Brick Works, 550 Bayview Ave, Toronto, ON M4W 3X8, Canada",43.6843314,-79.3647127,177.0,Mallard
9937,2025-05-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/506037110/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Mourning Dove
12084,2025-06-07,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/517386542/medium.jpg,"E Don River Trail, Toronto, ON, CA",43.7299466667,-79.3248883333,4.0,Great Blue Heron
2871,2025-03-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/475549145/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Mute Swan
20173,2025-10-22,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/583430651/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,American Goldfinch
11422,2025-06-01,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/514110396/medium.jpg,"Humber River, Toronto, ON, CA",43.63737,-79.4768116667,1.0,Belted Kingfisher
18451,2025-09-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/573765879/medium.jpg,"Tommy Thompson Park , Toronto, ON, Canada",43.6251681546,-79.324562687,4.0,Trumpeter Swan
21357,2025-11-12,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/590708245/medium.jpg,"North York General Hospital, Toronto, ON, CA",43.7679866667,-79.3617383333,9.0,Canada Goose
11571,2025-05-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/514947326/medium.jpg,"Toronto, ON, CA",43.8246616667,-79.1810616667,7.0,Great Blue Heron
11024,2025-05-14,,https://static.inaturalist.org/photos/511257049/medium.jpg,"Eringate, Toronto, ON, CA",43.6492419146,-79.5929885328,257.0,Canada Goose
5194,2025-04-18,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/487905406/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.7776130274,-79.371880767,342.0,Yellow-bellied Sapsucker
20559,2025-10-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/586219202/medium.jpg,"New Toronto, Etobicoke, ON, Canada",43.5912702556,-79.5131561259,410.0,Green-winged Teal
12517,2025-06-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/520844004/medium.jpg,"Serena Gundy Park Tr, Toronto, ON, CA",43.7183303903,-79.3549944645,432.0,Mallard
531,2025-01-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/463509227/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Northern Cardinal
8311,2025-04-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/499710249/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Song Sparrow
1336,2025-01-31,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/467695594/medium.jpeg,"The Kingsway, Etobicoke, ON, Canada",43.6475602268,-79.5117594799,949.0,European Starling
4659,2025-03-25,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/485441247/medium.png,"Ontario, CA",43.6749588765,-79.3471653071,79.0,Mourning Dove
10920,2025-04-11,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/510950337/medium.jpg,"35 Saskatoon Dr, Etobicoke, ON M9P 2E8, Canada",43.693859164,-79.5382429907,137.0,American Robin
23748,2025-12-05,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/607853622/medium.jpg,"MM4R+52, Toronto, ON M4L 3W6, Canada",43.6556285043,-79.3110909685,9.0,Northern Cardinal
1997,2025-02-17,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/471038343/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Northern Cardinal
9755,2025-05-02,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/505386117/medium.jpg,"South Riverdale, Toronto, ON, Canada",43.6459829645,-79.3208659256,8.0,Barn Swallow
2952,2025-03-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/475663844/medium.jpeg,"Bluffers Park, Scarborough, Canada",43.7062905468,-79.2337954044,50.0,Trumpeter Swan
17533,2025-09-17,,https://inaturalist-open-data.s3.amazonaws.com/photos/568428830/medium.jpg,"Broadview North, East York, ON, Canada",43.6906066693,-79.3605194327,15.0,Great Egret
8469,2025-04-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/500317123/medium.jpeg,"Edenbridge-Humber Valley, Etobicoke, ON, Canada",43.6690930666,-79.5117711873,31.0,Red-winged Blackbird
16302,2025-08-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/559442003/medium.jpg,"New Toronto, Etobicoke, ON, Canada",43.597031222,-79.51252004,156.0,American Redstart
5911,2025-04-23,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/490324390/medium.jpg,"Rushton Rd, Toronto, ON, CA",43.6877383333,-79.42972,14.0,Brown Creeper
6186,2025-04-25,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/491551391/medium.jpeg,"Toronto, ON M5V 2Y3, Canada",43.63716766,-79.39255265,7.0,Feral Pigeon
2649,2025-03-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/473903691/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,American Black Duck × Mallard
8735,2025-05-04,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/501094035/medium.jpg,"Clouston Ave, Toronto, ON, CA",43.6939716667,-79.5107583333,8.0,Cooper's Hawk
16000,2025-08-24,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/557139047/medium.jpg,"Tommy Thompson Park, Toronto, ON, CA",43.6318767065,-79.3244446459,53.0,Wood Duck
20851,2025-11-02,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/587613810/medium.jpg,"Downsview, North York, ON, Canada",43.7436658974,-79.4844294411,120.0,European Starling
13107,2025-06-25,,https://static.inaturalist.org/photos/526926105/medium.jpg,"Gloucester St, Toronto, ON, CA",43.6670416667,-79.3846133333,23.0,House Sparrow
10834,2025-05-25,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/516598763/medium.jpg,"Scarborough, ON M1P 3P5, Canada",43.7633789,-79.2683495,43.0,Bay-breasted Warbler
19386,2025-10-10,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/579639035/medium.jpg,"Ontario, CA",43.6774190944,-79.3123353945,135.0,White-throated Sparrow
4205,2025-03-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/482796122/medium.jpeg,"Rouge Marsh, Toronto, ON, Canada",43.7923214063,-79.121127028,75.0,Red-winged Blackbird
2686,2025-03-04,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/474217266/medium.jpeg,"Toronto, ON, Canada",43.6330503051,-79.4661956391,244.0,Gadwall
3825,2025-03-21,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/479930884/medium.jpeg,"Rouge Marsh, Toronto, ON, Canada",43.793019168,-79.1213626153,100.0,Mallard
13510,2025-07-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/530809326/medium.jpg,"Humber Bay Park East, Toronto, ON, CA",43.6211026964,-79.4744128966,376.0,Red-necked Grebe
14824,2025-07-29,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/545232833/medium.jpg,"North York, ON M4A 2G9, Canada",43.7305370023,-79.3242136762,295.0,Downy Woodpecker
18717,2025-10-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/575599937/medium.jpg,"Bayview Village, North York, ON, Canada",43.7782455398,-79.3693646487,480.0,Black-capped Chickadee
14961,2025-08-03,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/546865388/medium.jpg,"Toronto, ON M5J 2Z5, Canada",43.6434590852,-79.3802892789,10.0,Feral Pigeon
18401,2025-09-28,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/573456660/medium.jpg,"Tommy Thompson Park , Toronto, ON, Canada",43.625614514,-79.3249053451,31.0,Canvasback
6423,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491838931/medium.jpg,"Rosetta McClain Gardens, 5 Glen Everest Rd, Scarborough, ON M1N 1J2, Canada",43.6968253,-79.2557466,193.0,Downy Woodpecker
10228,2025-05-15,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/507685832/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Tree Swallow
11432,2025-05-30,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/514143609/medium.jpg,"Hanlan's Point, Toronto, ON, Canada",43.6210680918,-79.3924815058,809.0,Common Tern
3091,2025-03-01,,https://static.inaturalist.org/photos/476156240/medium.jpeg,"Toronto, ON, Canada",43.6469474043,-79.3264241517,55.0,American Wigeon
11449,2025-05-31,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/514270670/medium.jpg,"High Park, Toronto, ON, CA",43.6475768591,-79.4659984626,381.0,Red-tailed Hawk
15733,2025-08-04,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/553910439/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,150.0,Song Sparrow
5467,2025-04-20,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/488882925/medium.jpg,"High Park Tr, Toronto, ON, CA",43.6413635687,-79.4572851805,38.0,Brown-headed Cowbird
313,2025-01-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/462586473/medium.jpg,"Bridle Path-Sunnybrook-York Mills, Toronto, ON, Canada",43.7302735317,-79.3571613691,418.0,House Finch
19702,2025-10-16,,https://static.inaturalist.org/photos/581074114/medium.jpg,"Corktown Common, Toronto, ON, CA",43.6541333333,-79.3531416667,4.0,Ruby-crowned Kinglet
20100,2025-10-21,,https://static.inaturalist.org/photos/583051047/medium.jpg,"Corktown Common, Toronto, ON, CA",43.6544116667,-79.3525616667,3.0,White-crowned Sparrow
6387,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491832755/medium.jpg,"Bayview Village, North York, ON, Canada",43.7796098389,-79.3701520317,416.0,American Robin
3928,2025-03-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/481002745/medium.jpeg,"4001 Leslie St, North York, ON M2K 1E1, Canada",43.7692131,-79.3628187,218.0,American Robin
17203,2025-09-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/566659100/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Mute Swan
22493,2025-12-08,,https://static.inaturalist.org/photos/598340946/medium.jpg,"Corktown Common, Toronto, ON, CA",43.6539783333,-79.353395,2.0,Dark-eyed Junco
8662,2025-04-26,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/500778286/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Ring-billed Gull
10091,2025-05-17,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/506896166/medium.jpg,"Leaside-Bennington, Toronto, ON, Canada",43.6870263748,-79.3665493796,135.0,Turkey Vulture
10665,2025-05-24,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/509942629/medium.jpg,"Toronto, CA-ON, CA",43.5918235779,-79.5108032227,29.0,Mute Swan
22222,2025-04-17,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/595950534/medium.jpg,"South Riverdale, Toronto, ON, Canada",43.6323993866,-79.3239297235,89.0,Blue-winged Teal
13253,2025-06-08,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/528115836/medium.jpg,"Cassels Ave, Toronto, ON, CA",43.67892,-79.3093716667,22.0,Cooper's Hawk
1892,2025-02-16,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/470648211/medium.jpg,"Bayview Village, North York, ON, Canada",43.7815231477,-79.3883587644,219.0,Dark-eyed Junco
15764,2025-08-18,,https://static.inaturalist.org/photos/554303935/medium.jpg,"Toronto, CA-ON, CA",43.6476982714,-79.520990923,3.0,Mallard
4595,2025-04-08,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/485204386/medium.png,"The Beaches, Toronto, ON, Canada",43.6746084387,-79.2949748924,25.0,Song Sparrow
8817,2025-04-27,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/501244762/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Mallard
15138,2025-08-06,,https://static.inaturalist.org/photos/548449618/medium.jpg,"Albert Franck Pl, Toronto, ON, CA",43.6477966667,-79.36898,6.0,Northern Waterthrush
10561,2025-05-16,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/509425123/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Northern Yellow Warbler
20656,2025-05-01,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/586493261/medium.jpg,"High Park - North Half, Toronto, ON, Canada",43.6490889589,-79.4642275187,440.0,American Redstart
14144,2025-07-10,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/537893203/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Barn Swallow
20149,2025-10-21,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/583363358/medium.jpg,"Bayview Village, North York, ON, Canada",43.7786285291,-79.3780061814,922.0,White-throated Sparrow
9575,2025-05-12,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/504271641/medium.jpeg,"Beltline Trail, Toronto, ON, Canada",43.6803611044,-79.368957822,4.0,Mallard
22821,2025-12-14,,https://static.inaturalist.org/photos/600561515/medium.jpg,"Toronto, ON, CA",43.6157440495,-79.3709027013,90.0,Long-tailed Duck
7190,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/494830567/medium.jpg,"High Park-Swansea, Toronto, ON, Canada",43.6416736185,-79.4564343364,55.0,Common Grackle
11270,2025-05-30,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/512933842/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Northern Cardinal
18916,2025-10-06,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/577075684/medium.jpg,"Humber River Recreational Tr, Toronto, ON, CA",43.6525083333,-79.49482,2.0,Great Blue Heron
16215,2025-08-13,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/558798554/medium.jpg,"Berry Rd, Toronto, ON, CA",43.63888,-79.485205,8.0,Great Blue Heron
11246,2025-05-26,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/512707621/medium.jpg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,Black-crowned Night Heron
4145,2025-03-11,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/482396127/medium.jpg,"Humber Bay, Toronto, ON, CA",43.6233783333,-79.4771583333,18.0,Red-necked Grebe
6296,2025-04-24,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491707307/medium.jpeg,"Etobicoke, ON M9C 3S2, Canada",43.6487732444,-79.5949199796,413.0,Spotted Sandpiper
6478,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491917126/medium.jpeg,"The Kingsway, Etobicoke, ON, Canada",43.6474670662,-79.5115449031,883.0,House Sparrow
13054,2025-06-24,CC-BY-NC,https://static.inaturalist.org/photos/526303502/medium.jpg,"St Lawrence-East Bayfront-The Islands, Toronto, ON, Canada",43.6142246001,-79.3860875737,61.0,Common Grackle
11279,2025-05-30,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/512945092/medium.jpg,"Ashbridge's Bay Park, Toronto, ON, Canada",43.6614806156,-79.3129715824,15.0,Yellow-bellied Flycatcher
11911,2025-06-05,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/516357609/medium.jpg,"Bayview Village, Toronto, ON, Canada",43.777636267,-79.3704431046,61.0,Red-winged Blackbird
7489,2025-04-25,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/496682358/medium.jpg,"Downsview Park, Toronto, ON, CA",43.7386868468,-79.4814573801,23.0,American Tree Sparrow
14060,2025-07-14,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/536913429/medium.jpg,"Black Creek Tr, Toronto, ON, CA",43.67477,-79.4992966667,5.0,Great Egret
6270,2025-04-21,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/491662836/medium.jpeg,"Rouge Marsh, Toronto, ON, Canada",43.7929046137,-79.1201931725,40.0,Canada Goose
15862,2025-05-17,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/555317402/medium.jpg,"Leaside-Bennington, Toronto, ON, Canada",43.6826896977,-79.3670578934,244.0,Song Sparrow
466,2025-01-09,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/463263459/medium.jpeg,"Colonel  Samuel Smith Park, Toronto, ON, Canada",43.5906511232,-79.5131823425,683.0,European Starling
19629,2025-10-15,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/580717562/medium.jpg,"Toronto, ON, CA",43.6280216667,-79.3274383333,2.0,Mallard
